Mobile_Model_Name,Registered_Users,Share_Percentage_of_Mobile_Brand,Quarter,Year,State
Realme,1573,0.044289898,2,2019,ladakh
Apple,862,0.024270751,2,2019,ladakh
OnePlus,777,0.021877464,2,2019,ladakh
Motorola,658,0.018526861,2,2019,ladakh
Lenovo,465,0.013092691,2,2019,ladakh
Huawei,458,0.012895596,2,2019,ladakh
Others,1796,0.050568758,2,2019,ladakh
Xiaomi,11485,0.293186634,3,2019,ladakh
Vivo,7940,0.202690629,3,2019,ladakh
Samsung,7048,0.179919843,3,2019,ladakh
Oppo,5503,0.140479412,3,2019,ladakh
Realme,1760,0.044928905,3,2019,ladakh
Apple,953,0.024327981,3,2019,ladakh
OnePlus,884,0.022566564,3,2019,ladakh
Motorola,683,0.017435479,3,2019,ladakh
Huawei,560,0.014295561,3,2019,ladakh
Lenovo,442,0.011283282,3,2019,ladakh
Others,1915,0.048885712,3,2019,ladakh
Xiaomi,12590,0.292057159,4,2019,ladakh
Vivo,8910,0.206690174,4,2019,ladakh
Samsung,7684,0.178249977,4,2019,ladakh
Oppo,6141,0.142456157,4,2019,ladakh
Realme,2003,0.046464693,4,2019,ladakh
Apple,1058,0.024543008,4,2019,ladakh
OnePlus,954,0.022130463,4,2019,ladakh
Motorola,752,0.017444558,4,2019,ladakh
Huawei,607,0.014080913,4,2019,ladakh
Lenovo,433,0.010044539,4,2019,ladakh
Others,1976,0.045838359,4,2019,ladakh
Xiaomi,13890,0.290646579,1,2020,ladakh
Vivo,10052,0.210336891,1,2020,ladakh
Samsung,8475,0.177338355,1,2020,ladakh
Oppo,6916,0.144716468,1,2020,ladakh
Realme,2292,0.047959824,1,2020,ladakh
Apple,1130,0.023645114,1,2020,ladakh
OnePlus,1058,0.022138523,1,2020,ladakh
Motorola,787,0.01646788,1,2020,ladakh
Huawei,703,0.01471019,1,2020,ladakh
Lenovo,453,0.00947897,1,2020,ladakh
Others,2034,0.042561205,1,2020,ladakh
Xiaomi,15512,0.292491609,2,2020,ladakh
Vivo,11201,0.211204133,2,2020,ladakh
Samsung,9371,0.176697967,2,2020,ladakh
Oppo,7736,0.145868688,2,2020,ladakh
Realme,2628,0.049553117,2,2020,ladakh
Apple,1234,0.023268092,2,2020,ladakh
OnePlus,1131,0.021325942,2,2020,ladakh
Motorola,828,0.015612626,2,2020,ladakh
Huawei,786,0.014820681,2,2020,ladakh
Lenovo,461,0.008692537,2,2020,ladakh
Others,2146,0.040464608,2,2020,ladakh
Xiaomi,17122,0.293179911,3,2020,ladakh
Vivo,12388,0.212119655,3,2020,ladakh
Samsung,10309,0.17652095,3,2020,ladakh
Oppo,8583,0.146966662,3,2020,ladakh
Realme,3003,0.051420352,3,2020,ladakh
Apple,1338,0.022910567,3,2020,ladakh
OnePlus,1228,0.021027037,3,2020,ladakh
Motorola,865,0.01481139,3,2020,ladakh
Huawei,851,0.014571668,3,2020,ladakh
Lenovo,500,0.008561497,3,2020,ladakh
Others,2214,0.03791031,3,2020,ladakh
Xiaomi,18866,0.290904045,4,2020,ladakh
Vivo,13750,0.212017948,4,2020,ladakh
Samsung,11484,0.17707739,4,2020,ladakh
Oppo,9683,0.149306894,4,2020,ladakh
Realme,3480,0.053659815,4,2020,ladakh
Apple,1484,0.022882519,4,2020,ladakh
OnePlus,1397,0.021541024,4,2020,ladakh
Huawei,924,0.014247606,4,2020,ladakh
Motorola,912,0.014062572,4,2020,ladakh
Lenovo,524,0.008079811,4,2020,ladakh
Others,2349,0.036220375,4,2020,ladakh
Xiaomi,20199,0.288891432,1,2021,ladakh
Vivo,15183,0.217151275,1,2021,ladakh
Samsung,12232,0.174945294,1,2021,ladakh
Oppo,10382,0.148486105,1,2021,ladakh
Realme,3940,0.05635092,1,2021,ladakh
Apple,1613,0.023069552,1,2021,ladakh
OnePlus,1531,0.021896766,1,2021,ladakh
Huawei,941,0.01345843,1,2021,ladakh
Motorola,924,0.013215292,1,2021,ladakh
Lenovo,520,0.007437177,1,2021,ladakh
Others,2454,0.035097756,1,2021,ladakh
Xiaomi,21227,0.282845645,2,2021,ladakh
Vivo,16463,0.219366272,2,2021,ladakh
Samsung,13134,0.175007995,2,2021,ladakh
Oppo,11029,0.146959279,2,2021,ladakh
Realme,4715,0.062826458,2,2021,ladakh
Apple,1823,0.02429112,2,2021,ladakh
OnePlus,1741,0.023198486,2,2021,ladakh
Motorola,922,0.012285471,2,2021,ladakh
Huawei,894,0.011912376,2,2021,ladakh
Lenovo,490,0.006529155,2,2021,ladakh
Others,2610,0.034777742,2,2021,ladakh
Xiaomi,22384,0.27563108,3,2021,ladakh
Vivo,18124,0.223174486,3,2021,ladakh
Samsung,13661,0.1682182,3,2021,ladakh
Oppo,12095,0.14893486,3,2021,ladakh
Realme,5579,0.068698436,3,2021,ladakh
OnePlus,2176,0.02679473,3,2021,ladakh
Apple,2004,0.024676764,3,2021,ladakh
Huawei,1013,0.012473833,3,2021,ladakh
Motorola,910,0.011205517,3,2021,ladakh
Lenovo,476,0.005861347,3,2021,ladakh
Others,2788,0.034330747,3,2021,ladakh
Xiaomi,23462,0.269501591,4,2021,ladakh
Vivo,19473,0.223681037,4,2021,ladakh
Samsung,14073,0.16165271,4,2021,ladakh
Oppo,12900,0.148178779,4,2021,ladakh
Realme,6879,0.079017196,4,2021,ladakh
OnePlus,2678,0.030761455,4,2021,ladakh
Apple,2358,0.027085702,4,2021,ladakh
Huawei,958,0.011004285,4,2021,ladakh
Motorola,912,0.010475895,4,2021,ladakh
Lenovo,449,0.00515754,4,2021,ladakh
Others,2915,0.033483809,4,2021,ladakh
Xiaomi,24460,0.264455304,1,2022,ladakh
Vivo,20679,0.223576093,1,2022,ladakh
Samsung,14554,0.15735415,1,2022,ladakh
Oppo,13813,0.149342646,1,2022,ladakh
Realme,7852,0.084893829,1,2022,ladakh
OnePlus,2984,0.03226225,1,2022,ladakh
Apple,2655,0.028705185,1,2022,ladakh
Huawei,996,0.010768499,1,2022,ladakh
Motorola,921,0.009957618,1,2022,ladakh
Lenovo,502,0.005427496,1,2022,ladakh
Others,3076,0.03325693,1,2022,ladakh
Samsung,102,0.203592814,1,2018,lakshadweep
Xiaomi,100,0.199600798,1,2018,lakshadweep
Vivo,67,0.133732535,1,2018,lakshadweep
Oppo,56,0.111776447,1,2018,lakshadweep
Huawei,25,0.0499002,1,2018,lakshadweep
OnePlus,22,0.043912176,1,2018,lakshadweep
Apple,20,0.03992016,1,2018,lakshadweep
Realme,20,0.03992016,1,2018,lakshadweep
Gionee,12,0.023952096,1,2018,lakshadweep
COOLPAD,10,0.01996008,1,2018,lakshadweep
Others,67,0.133732535,1,2018,lakshadweep
Xiaomi,147,0.214285714,2,2018,lakshadweep
Samsung,128,0.186588921,2,2018,lakshadweep
Vivo,97,0.141399417,2,2018,lakshadweep
Oppo,87,0.126822157,2,2018,lakshadweep
Apple,35,0.051020408,2,2018,lakshadweep
Huawei,31,0.045189504,2,2018,lakshadweep
OnePlus,29,0.042274052,2,2018,lakshadweep
Realme,24,0.034985423,2,2018,lakshadweep
Lenovo,16,0.023323615,2,2018,lakshadweep
Gionee,15,0.021865889,2,2018,lakshadweep
Others,77,0.112244898,2,2018,lakshadweep
Xiaomi,195,0.212418301,3,2018,lakshadweep
Samsung,166,0.180827887,3,2018,lakshadweep
Vivo,134,0.145969499,3,2018,lakshadweep
Oppo,121,0.131808279,3,2018,lakshadweep
Apple,46,0.050108932,3,2018,lakshadweep
Huawei,44,0.047930283,3,2018,lakshadweep
OnePlus,40,0.043572985,3,2018,lakshadweep
Realme,35,0.038126362,3,2018,lakshadweep
Lenovo,18,0.019607843,3,2018,lakshadweep
Gionee,16,0.017429194,3,2018,lakshadweep
Others,103,0.112200436,3,2018,lakshadweep
Xiaomi,245,0.211937716,4,2018,lakshadweep
Samsung,198,0.171280277,4,2018,lakshadweep
Vivo,190,0.164359862,4,2018,lakshadweep
Oppo,153,0.132352941,4,2018,lakshadweep
Huawei,62,0.053633218,4,2018,lakshadweep
Realme,55,0.047577855,4,2018,lakshadweep
Apple,51,0.044117647,4,2018,lakshadweep
OnePlus,47,0.040657439,4,2018,lakshadweep
Lenovo,24,0.020761246,4,2018,lakshadweep
Motorola,18,0.015570934,4,2018,lakshadweep
Others,113,0.097750865,4,2018,lakshadweep
Xiaomi,298,0.210451977,1,2019,lakshadweep
Vivo,240,0.169491525,1,2019,lakshadweep
Samsung,231,0.163135593,1,2019,lakshadweep
Oppo,198,0.139830508,1,2019,lakshadweep
Huawei,97,0.068502825,1,2019,lakshadweep
Realme,67,0.047316384,1,2019,lakshadweep
Apple,55,0.038841808,1,2019,lakshadweep
OnePlus,52,0.036723164,1,2019,lakshadweep
Lenovo,31,0.021892655,1,2019,lakshadweep
Motorola,24,0.016949153,1,2019,lakshadweep
Others,123,0.086864407,1,2019,lakshadweep
Xiaomi,377,0.215798512,2,2019,lakshadweep
Vivo,309,0.176874642,2,2019,lakshadweep
Samsung,277,0.158557527,2,2019,lakshadweep
Oppo,246,0.140812822,2,2019,lakshadweep
Huawei,132,0.0755581,2,2019,lakshadweep
Realme,86,0.049227247,2,2019,lakshadweep
OnePlus,58,0.033199771,2,2019,lakshadweep
Apple,57,0.032627361,2,2019,lakshadweep
Lenovo,36,0.020606754,2,2019,lakshadweep
Motorola,32,0.018317115,2,2019,lakshadweep
Others,137,0.078420149,2,2019,lakshadweep
Xiaomi,442,0.208786018,3,2019,lakshadweep
Vivo,378,0.178554558,3,2019,lakshadweep
Samsung,343,0.162021729,3,2019,lakshadweep
Oppo,331,0.15635333,3,2019,lakshadweep
Huawei,174,0.082191781,3,2019,lakshadweep
Realme,103,0.048653755,3,2019,lakshadweep
Apple,68,0.032120926,3,2019,lakshadweep
OnePlus,64,0.03023146,3,2019,lakshadweep
Motorola,36,0.017005196,3,2019,lakshadweep
Lenovo,33,0.015588096,3,2019,lakshadweep
Others,145,0.068493151,3,2019,lakshadweep
Xiaomi,496,0.204367532,4,2019,lakshadweep
Vivo,462,0.190358467,4,2019,lakshadweep
Samsung,394,0.162340338,4,2019,lakshadweep
Oppo,371,0.152863618,4,2019,lakshadweep
Huawei,202,0.083230326,4,2019,lakshadweep
Realme,124,0.051091883,4,2019,lakshadweep
Apple,72,0.029666255,4,2019,lakshadweep
OnePlus,70,0.028842192,4,2019,lakshadweep
Motorola,37,0.015245159,4,2019,lakshadweep
Lenovo,35,0.014421096,4,2019,lakshadweep
Others,164,0.067573136,4,2019,lakshadweep
Xiaomi,560,0.202020202,1,2020,lakshadweep
Vivo,548,0.197691198,1,2020,lakshadweep
Samsung,431,0.155483405,1,2020,lakshadweep
Oppo,426,0.153679654,1,2020,lakshadweep
Huawei,237,0.085497835,1,2020,lakshadweep
Realme,152,0.054834055,1,2020,lakshadweep
Apple,81,0.029220779,1,2020,lakshadweep
OnePlus,77,0.027777778,1,2020,lakshadweep
Lenovo,47,0.016955267,1,2020,lakshadweep
Motorola,38,0.013708514,1,2020,lakshadweep
Others,175,0.063131313,1,2020,lakshadweep
Vivo,654,0.20520866,2,2020,lakshadweep
Xiaomi,654,0.20520866,2,2020,lakshadweep
Samsung,495,0.155318481,2,2020,lakshadweep
Oppo,489,0.153435833,2,2020,lakshadweep
Huawei,266,0.083464073,2,2020,lakshadweep
Realme,195,0.061186068,2,2020,lakshadweep
Apple,85,0.02667085,2,2020,lakshadweep
OnePlus,81,0.025415751,2,2020,lakshadweep
Lenovo,44,0.013806087,2,2020,lakshadweep
Motorola,41,0.012864763,2,2020,lakshadweep
Others,183,0.057420772,2,2020,lakshadweep
Vivo,784,0.215148189,3,2020,lakshadweep
Xiaomi,736,0.201975851,3,2020,lakshadweep
Oppo,567,0.155598244,3,2020,lakshadweep
Samsung,550,0.150933041,3,2020,lakshadweep
Huawei,302,0.08287596,3,2020,lakshadweep
Realme,222,0.060922064,3,2020,lakshadweep
Apple,91,0.024972558,3,2020,lakshadweep
OnePlus,87,0.023874863,3,2020,lakshadweep
Lenovo,50,0.013721186,3,2020,lakshadweep
Motorola,44,0.012074643,3,2020,lakshadweep
Others,211,0.057903403,3,2020,lakshadweep
Vivo,934,0.223498445,4,2020,lakshadweep
Xiaomi,838,0.200526442,4,2020,lakshadweep
Oppo,639,0.152907394,4,2020,lakshadweep
Samsung,635,0.151950227,4,2020,lakshadweep
Huawei,346,0.082794927,4,2020,lakshadweep
Realme,272,0.065087341,4,2020,lakshadweep
Apple,101,0.024168461,4,2020,lakshadweep
OnePlus,97,0.023211295,4,2020,lakshadweep
Lenovo,52,0.012443168,4,2020,lakshadweep
Motorola,47,0.01124671,4,2020,lakshadweep
Others,218,0.05216559,4,2020,lakshadweep
Vivo,1032,0.225475202,1,2021,lakshadweep
Xiaomi,921,0.201223509,1,2021,lakshadweep
Oppo,720,0.157308281,1,2021,lakshadweep
Samsung,693,0.15140922,1,2021,lakshadweep
Huawei,371,0.081057461,1,2021,lakshadweep
Realme,302,0.065982084,1,2021,lakshadweep
Apple,106,0.023159275,1,2021,lakshadweep
OnePlus,103,0.022503823,1,2021,lakshadweep
Lenovo,54,0.011798121,1,2021,lakshadweep
Motorola,46,0.010050251,1,2021,lakshadweep
Others,229,0.050032773,1,2021,lakshadweep
Vivo,1118,0.228349673,2,2021,lakshadweep
Xiaomi,970,0.198120915,2,2021,lakshadweep
Oppo,771,0.15747549,2,2021,lakshadweep
Samsung,717,0.146446078,2,2021,lakshadweep
Huawei,379,0.077410131,2,2021,lakshadweep
Realme,350,0.071486928,2,2021,lakshadweep
Apple,121,0.024714052,2,2021,lakshadweep
OnePlus,118,0.024101307,2,2021,lakshadweep
Lenovo,60,0.012254902,2,2021,lakshadweep
Motorola,42,0.008578431,2,2021,lakshadweep
Others,250,0.051062092,2,2021,lakshadweep
Vivo,1234,0.233402686,3,2021,lakshadweep
Xiaomi,1046,0.197843768,3,2021,lakshadweep
Oppo,816,0.154340836,3,2021,lakshadweep
Samsung,774,0.146396822,3,2021,lakshadweep
Realme,413,0.078116134,3,2021,lakshadweep
Huawei,398,0.075278986,3,2021,lakshadweep
Apple,134,0.025345186,3,2021,lakshadweep
OnePlus,132,0.0249669,3,2021,lakshadweep
Lenovo,55,0.010402875,3,2021,lakshadweep
Motorola,46,0.008700586,3,2021,lakshadweep
Others,239,0.04520522,3,2021,lakshadweep
Vivo,1354,0.240156084,4,2021,lakshadweep
Xiaomi,1146,0.203263569,4,2021,lakshadweep
Oppo,899,0.159453707,4,2021,lakshadweep
Samsung,776,0.13763746,4,2021,lakshadweep
Realme,448,0.079460802,4,2021,lakshadweep
Huawei,396,0.070237673,4,2021,lakshadweep
Apple,151,0.026782547,4,2021,lakshadweep
OnePlus,143,0.025363604,4,2021,lakshadweep
Motorola,46,0.008158922,4,2021,lakshadweep
Lenovo,45,0.007981554,4,2021,lakshadweep
Others,234,0.041504079,4,2021,lakshadweep
Vivo,1441,0.240567613,1,2022,lakshadweep
Xiaomi,1203,0.200834725,1,2022,lakshadweep
Oppo,956,0.159599332,1,2022,lakshadweep
Samsung,804,0.134223706,1,2022,lakshadweep
Realme,507,0.084641068,1,2022,lakshadweep
Huawei,397,0.066277129,1,2022,lakshadweep
Apple,176,0.029382304,1,2022,lakshadweep
OnePlus,160,0.026711185,1,2022,lakshadweep
Lenovo,50,0.008347245,1,2022,lakshadweep
Motorola,49,0.008180301,1,2022,lakshadweep
Others,247,0.041235392,1,2022,lakshadweep
Xiaomi,652241,0.255419891,1,2018,madhya-pradesh
Samsung,490595,0.192118744,1,2018,madhya-pradesh
Vivo,380809,0.149126156,1,2018,madhya-pradesh
Oppo,256901,0.100603344,1,2018,madhya-pradesh
Realme,146657,0.057431402,1,2018,madhya-pradesh
Motorola,66919,0.026205718,1,2018,madhya-pradesh
Micromax,59025,0.0231144,1,2018,madhya-pradesh
Apple,57650,0.022575945,1,2018,madhya-pradesh
OnePlus,55940,0.021906303,1,2018,madhya-pradesh
Lenovo,51523,0.02017659,1,2018,madhya-pradesh
Others,335343,0.131321509,1,2018,madhya-pradesh
Xiaomi,890108,0.258627372,2,2018,madhya-pradesh
Samsung,654270,0.190102921,2,2018,madhya-pradesh
Vivo,531042,0.154298127,2,2018,madhya-pradesh
Oppo,352090,0.102302318,2,2018,madhya-pradesh
Realme,192521,0.055938381,2,2018,madhya-pradesh
Motorola,85306,0.024786281,2,2018,madhya-pradesh
Micromax,82296,0.023911703,2,2018,madhya-pradesh
Apple,72862,0.021170586,2,2018,madhya-pradesh
OnePlus,68143,0.019799446,2,2018,madhya-pradesh
Lenovo,65308,0.018975716,2,2018,madhya-pradesh
Others,447716,0.13008715,2,2018,madhya-pradesh
Xiaomi,1132909,0.262898066,3,2018,madhya-pradesh
Samsung,816822,0.189548255,3,2018,madhya-pradesh
Vivo,697677,0.161899971,3,2018,madhya-pradesh
Oppo,452478,0.105000129,3,2018,madhya-pradesh
Realme,239549,0.055588727,3,2018,madhya-pradesh
Motorola,99876,0.023176802,3,2018,madhya-pradesh
Micromax,90871,0.021087139,3,2018,madhya-pradesh
Apple,84853,0.019690628,3,2018,madhya-pradesh
OnePlus,79210,0.018381137,3,2018,madhya-pradesh
Lenovo,71683,0.016634453,3,2018,madhya-pradesh
Others,543381,0.126094694,3,2018,madhya-pradesh
Xiaomi,1416415,0.263988503,4,2018,madhya-pradesh
Samsung,1015220,0.189214607,4,2018,madhya-pradesh
Vivo,905510,0.168767084,4,2018,madhya-pradesh
Oppo,579831,0.108067704,4,2018,madhya-pradesh
Realme,294612,0.054909176,4,2018,madhya-pradesh
Motorola,117954,0.021984023,4,2018,madhya-pradesh
Micromax,103324,0.019257314,4,2018,madhya-pradesh
Apple,100071,0.018651026,4,2018,madhya-pradesh
OnePlus,90958,0.016952564,4,2018,madhya-pradesh
Lenovo,84373,0.015725266,4,2018,madhya-pradesh
Others,657174,0.122482733,4,2018,madhya-pradesh
Xiaomi,1692888,0.263919807,1,2019,madhya-pradesh
Samsung,1214286,0.18930616,1,2019,madhya-pradesh
Vivo,1118407,0.174358705,1,2019,madhya-pradesh
Oppo,713079,0.111168413,1,2019,madhya-pradesh
Realme,347539,0.054181036,1,2019,madhya-pradesh
Motorola,132833,0.020708552,1,2019,madhya-pradesh
Micromax,115580,0.018018824,1,2019,madhya-pradesh
Apple,114562,0.017860119,1,2019,madhya-pradesh
OnePlus,102145,0.015924319,1,2019,madhya-pradesh
Lenovo,94449,0.014724519,1,2019,madhya-pradesh
Others,768635,0.119829546,1,2019,madhya-pradesh
Xiaomi,1936039,0.26516825,2,2019,madhya-pradesh
Samsung,1385430,0.189754467,2,2019,madhya-pradesh
Vivo,1303162,0.178486687,2,2019,madhya-pradesh
Oppo,827579,0.113348788,2,2019,madhya-pradesh
Realme,396497,0.054305939,2,2019,madhya-pradesh
Motorola,145364,0.01990968,2,2019,madhya-pradesh
Apple,127711,0.017491849,2,2019,madhya-pradesh
Micromax,120323,0.016479957,2,2019,madhya-pradesh
OnePlus,111156,0.015224405,2,2019,madhya-pradesh
Lenovo,103102,0.014121294,2,2019,madhya-pradesh
Others,844809,0.115708683,2,2019,madhya-pradesh
Xiaomi,2182732,0.266815994,3,2019,madhya-pradesh
Samsung,1532795,0.187368042,3,2019,madhya-pradesh
Vivo,1494051,0.182631997,3,2019,madhya-pradesh
Oppo,939484,0.114842023,3,2019,madhya-pradesh
Realme,456103,0.055753787,3,2019,madhya-pradesh
Motorola,154465,0.018881719,3,2019,madhya-pradesh
Apple,139917,0.017103379,3,2019,madhya-pradesh
Micromax,129516,0.015831967,3,2019,madhya-pradesh
OnePlus,120190,0.014691961,3,2019,madhya-pradesh
Huawei,113980,0.013932854,3,2019,madhya-pradesh
Others,917431,0.112146276,3,2019,madhya-pradesh
Xiaomi,2450683,0.267388823,4,2019,madhya-pradesh
Vivo,1711918,0.186783741,4,2019,madhya-pradesh
Samsung,1704518,0.185976343,4,2019,madhya-pradesh
Oppo,1069906,0.116735174,4,2019,madhya-pradesh
Realme,529253,0.057745672,4,2019,madhya-pradesh
Motorola,165303,0.01803586,4,2019,madhya-pradesh
Apple,150743,0.016447249,4,2019,madhya-pradesh
Micromax,136341,0.014875877,4,2019,madhya-pradesh
OnePlus,127622,0.013924566,4,2019,madhya-pradesh
Huawei,125734,0.01371857,4,2019,madhya-pradesh
Others,993220,0.108368127,4,2019,madhya-pradesh
Xiaomi,2697286,0.265706573,1,2020,madhya-pradesh
Vivo,1956817,0.192763815,1,2020,madhya-pradesh
Samsung,1873824,0.184588269,1,2020,madhya-pradesh
Oppo,1206327,0.118833899,1,2020,madhya-pradesh
Realme,607456,0.059839799,1,2020,madhya-pradesh
Motorola,174003,0.017140837,1,2020,madhya-pradesh
Apple,160868,0.015846924,1,2020,madhya-pradesh
Huawei,136299,0.013426659,1,2020,madhya-pradesh
Micromax,135703,0.013367948,1,2020,madhya-pradesh
OnePlus,133926,0.013192898,1,2020,madhya-pradesh
Others,1068862,0.105292379,1,2020,madhya-pradesh
Xiaomi,3003291,0.264038976,2,2020,madhya-pradesh
Vivo,2247524,0.197594551,2,2020,madhya-pradesh
Samsung,2084294,0.183243932,2,2020,madhya-pradesh
Oppo,1376782,0.12104192,2,2020,madhya-pradesh
Realme,693404,0.060961686,2,2020,madhya-pradesh
Motorola,185349,0.016295244,2,2020,madhya-pradesh
Apple,170312,0.014973243,2,2020,madhya-pradesh
Micromax,147344,0.012953976,2,2020,madhya-pradesh
Huawei,147224,0.012943426,2,2020,madhya-pradesh
OnePlus,139482,0.012262776,2,2020,madhya-pradesh
Others,1179417,0.103690271,2,2020,madhya-pradesh
Xiaomi,3292397,0.262045392,3,2020,madhya-pradesh
Vivo,2556833,0.203501068,3,2020,madhya-pradesh
Samsung,2278237,0.181327315,3,2020,madhya-pradesh
Oppo,1539499,0.122530369,3,2020,madhya-pradesh
Realme,799089,0.063600347,3,2020,madhya-pradesh
Motorola,196221,0.015617439,3,2020,madhya-pradesh
Apple,181092,0.014413306,3,2020,madhya-pradesh
Huawei,157340,0.012522859,3,2020,madhya-pradesh
Micromax,157127,0.012505906,3,2020,madhya-pradesh
OnePlus,146328,0.011646402,3,2020,madhya-pradesh
Others,1260061,0.1002896,3,2020,madhya-pradesh
Xiaomi,3563397,0.259383516,4,2020,madhya-pradesh
Vivo,2853943,0.207741593,4,2020,madhya-pradesh
Samsung,2466332,0.17952697,4,2020,madhya-pradesh
Oppo,1703093,0.123969979,4,2020,madhya-pradesh
Realme,905866,0.065938965,4,2020,madhya-pradesh
Motorola,206156,0.015006318,4,2020,madhya-pradesh
Apple,195195,0.014208455,4,2020,madhya-pradesh
Huawei,166594,0.012126557,4,2020,madhya-pradesh
Micromax,164239,0.011955134,4,2020,madhya-pradesh
Tecno,157894,0.011493275,4,2020,madhya-pradesh
Others,1355238,0.098649238,4,2020,madhya-pradesh
Xiaomi,3826173,0.257838325,1,2021,madhya-pradesh
Vivo,3171754,0.213738307,1,2021,madhya-pradesh
Samsung,2620433,0.176585861,1,2021,madhya-pradesh
Oppo,1846729,0.12444746,1,2021,madhya-pradesh
Realme,1015817,0.068453923,1,2021,madhya-pradesh
Motorola,211488,0.014251763,1,2021,madhya-pradesh
Apple,210736,0.014201087,1,2021,madhya-pradesh
Tecno,184784,0.012452233,1,2021,madhya-pradesh
Huawei,173653,0.011702136,1,2021,madhya-pradesh
Micromax,165359,0.01114322,1,2021,madhya-pradesh
Others,1412501,0.095185683,1,2021,madhya-pradesh
Xiaomi,4052668,0.254230257,2,2021,madhya-pradesh
Vivo,3483187,0.218505815,2,2021,madhya-pradesh
Samsung,2757784,0.173000141,2,2021,madhya-pradesh
Oppo,2001363,0.125548658,2,2021,madhya-pradesh
Realme,1196164,0.075037255,2,2021,madhya-pradesh
Tecno,240188,0.015067372,2,2021,madhya-pradesh
Apple,228017,0.014303866,2,2021,madhya-pradesh
Motorola,210526,0.013206628,2,2021,madhya-pradesh
OnePlus,182565,0.01145259,2,2021,madhya-pradesh
Huawei,171485,0.010757525,2,2021,madhya-pradesh
Others,1416988,0.088889893,2,2021,madhya-pradesh
Xiaomi,4290362,0.249291337,3,2021,madhya-pradesh
Vivo,3891058,0.226089792,3,2021,madhya-pradesh
Samsung,2829150,0.164387664,3,2021,madhya-pradesh
Oppo,2215661,0.128740907,3,2021,madhya-pradesh
Realme,1404072,0.081583556,3,2021,madhya-pradesh
Tecno,298534,0.017346308,3,2021,madhya-pradesh
Apple,249062,0.014471739,3,2021,madhya-pradesh
OnePlus,224466,0.013042589,3,2021,madhya-pradesh
Motorola,208788,0.01213162,3,2021,madhya-pradesh
Huawei,180559,0.010491375,3,2021,madhya-pradesh
Others,1418521,0.082423114,3,2021,madhya-pradesh
Xiaomi,4500562,0.243850387,4,2021,madhya-pradesh
Vivo,4248158,0.230174581,4,2021,madhya-pradesh
Samsung,2921496,0.158293104,4,2021,madhya-pradesh
Oppo,2400977,0.130090236,4,2021,madhya-pradesh
Realme,1682298,0.09115062,4,2021,madhya-pradesh
Tecno,350126,0.0189706,4,2021,madhya-pradesh
Apple,293413,0.015897764,4,2021,madhya-pradesh
OnePlus,264637,0.014338617,4,2021,madhya-pradesh
Motorola,211860,0.011479043,4,2021,madhya-pradesh
Huawei,174122,0.009434314,4,2021,madhya-pradesh
Others,1408594,0.076320733,4,2021,madhya-pradesh
Xiaomi,4678482,0.23801623,1,2022,madhya-pradesh
Vivo,4575284,0.232766065,1,2022,madhya-pradesh
Samsung,3009068,0.153085343,1,2022,madhya-pradesh
Oppo,2595568,0.132048667,1,2022,madhya-pradesh
Realme,1935366,0.098461107,1,2022,madhya-pradesh
Tecno,424783,0.021610695,1,2022,madhya-pradesh
Apple,325559,0.016562707,1,2022,madhya-pradesh
OnePlus,303765,0.015453944,1,2022,madhya-pradesh
Motorola,211431,0.010756482,1,2022,madhya-pradesh
Huawei,173297,0.008816428,1,2022,madhya-pradesh
Others,1423544,0.072422332,1,2022,madhya-pradesh
Xiaomi,1606618,0.263078366,1,2018,maharashtra
Samsung,1354403,0.221778996,1,2018,maharashtra
Vivo,722501,0.118307141,1,2018,maharashtra
Oppo,611419,0.100117832,1,2018,maharashtra
Motorola,250397,0.041001678,1,2018,maharashtra
OnePlus,250269,0.040980718,1,2018,maharashtra
Apple,240145,0.039322947,1,2018,maharashtra
Realme,238202,0.039004787,1,2018,maharashtra
Lenovo,157770,0.025834314,1,2018,maharashtra
Huawei,77241,0.012647957,1,2018,maharashtra
Others,598029,0.097925264,1,2018,maharashtra
Xiaomi,2177364,0.264809749,2,2018,maharashtra
Samsung,1813491,0.220555725,2,2018,maharashtra
Vivo,1030036,0.125272382,2,2018,maharashtra
Oppo,852747,0.103710596,2,2018,maharashtra
Motorola,326189,0.039670917,2,2018,maharashtra
Realme,312225,0.037972624,2,2018,maharashtra
OnePlus,312199,0.037969462,2,2018,maharashtra
Apple,308656,0.037538564,2,2018,maharashtra
Lenovo,200468,0.024380802,2,2018,maharashtra
Huawei,103831,0.012627866,2,2018,maharashtra
Others,785165,0.095491313,2,2018,maharashtra
Xiaomi,2766078,0.265076114,3,2018,maharashtra
Samsung,2300594,0.220468301,3,2018,maharashtra
Vivo,1399253,0.134091862,3,2018,maharashtra
Oppo,1125654,0.107872587,3,2018,maharashtra
Realme,390608,0.037432368,3,2018,maharashtra
Motorola,388369,0.037217803,3,2018,maharashtra
Apple,375379,0.035972958,3,2018,maharashtra
OnePlus,373333,0.035776887,3,2018,maharashtra
Lenovo,228516,0.021898925,3,2018,maharashtra
Huawei,134410,0.012880649,3,2018,maharashtra
Others,952839,0.091311546,3,2018,maharashtra
Xiaomi,3540182,0.264555918,4,2018,maharashtra
Samsung,2956289,0.220921905,4,2018,maharashtra
Vivo,1906545,0.142475094,4,2018,maharashtra
Oppo,1510894,0.112908305,4,2018,maharashtra
